域名	解析IP	开放端口	WEB服务器	网站状态
imessage.baidu.com	10.50.13.99	-	-	-
img100.baidu.com	10.99.33.21	-	-	-
imgsrc.baidu.com	223.112.198.48	-	-	-
imgnews.baidu.com	180.149.131.33	-	-	-
imsg.baidu.com	111.13.100.232	-	-	-
internal.passport.baidu.com	10.38.28.14,10.38.28.34,10.26.193.13,10.26.193.25,10.26.193.35,10.26.193.45,10.38.27.34,10.38.27.54	-	-	-
iqiyi.baidu.com	111.206.37.158	-	-	-
itest.baidu.com	180.76.134.214	-	-	-
itil.baidu.com	10.42.5.62	-	-	-
ishop.baidu.com	180.149.131.33	-	-	-
ishare.baidu.com	10.65.34.173	-	-	-
istudy.baidu.com	112.34.111.89	-	-	-
ipos.baidu.com	111.13.101.56	-	-	-
jenkins.baidu.com	10.48.31.145	-	-	-
jiaju.baidu.com	60.28.244.24,60.28.244.25,60.28.244.26,60.28.244.27,60.28.244.28,60.28.244.29,60.28.244.30,60.28.244.31,60.28.244.21,60.28.244.22,60.28.244.23	-	-	-
jian.baidu.com	111.13.100.22,112.34.111.131	-	-	-
jiandan.baidu.com	10.42.7.187	-	-	-
jiaotong.baidu.com	111.13.100.212	-	-	-
jianzhan.baidu.com	111.202.114.143	-	-	-
jiankang.baidu.com	202.106.2.50	-	-	-
jiaoyu.baidu.com	112.34.111.124	-	-	-
jifen.baidu.com	111.202.114.62,106.39.162.71,112.34.111.172	-	-	-
jingyan.baidu.com	112.34.111.118,111.13.105.44	-	-	-
jingjia.baidu.com	180.149.131.33	-	-	-
jindouyun.baidu.com	10.57.8.66	-	-	-
jingle.baidu.com	10.211.6.54,10.36.4.154,10.42.6.233,10.206.7.174	-	-	-
jingpin.baidu.com	10.94.26.55	-	-	-
jinqu.mp3.baidu.com	180.149.131.33	-	-	-
jinrong.baidu.com	111.13.101.247	-	-	-
jingyi.baidu.com	183.232.232.50	-	-	-
jinlin.baidu.com	10.26.96.44	-	-	-
jishu.baidu.com	10.42.8.225	-	-	-
jipiao.baidu.com	111.13.100.205	-	-	-
jira.baidu.com	10.65.45.121,10.26.138.15	-	-	-
joker.baidu.com	10.83.128.202	-	-	-
juhui.baidu.com	111.13.101.157	-	-	-
jujia.baidu.com	180.97.34.232	-	-	-
jwww.baidu.com	220.181.112.195	-	-	-
kankan.baidu.com	180.76.101.191	-	-	-
kanqiu.baidu.com	112.34.111.131,111.13.100.22	-	-	-
kaoqin.baidu.com	172.17.7.73	-	-	-
kanshu.baidu.com	118.26.21.75,111.13.108.108	-	-	-
kaoshi.baidu.com	112.34.111.14	-	-	-
kecheng.baidu.com	112.34.111.124	-	-	-
kefu.baidu.com	10.94.40.22	-	-	-
kehu.baidu.com	112.34.111.153	-	-	-
kexin.baidu.com	117.185.16.135,183.232.232.80,111.13.100.21	-	-	-
ketang.baidu.com	119.75.222.131	-	-	-
kj1207100001.web.baidu.com	10.48.30.87	-	-	-
koala.baidu.com	10.94.52.22	-	-	-
koubei.baidu.com	183.232.231.155,111.13.105.31	-	-	-
kouqiang.baidu.com	117.185.16.15,111.13.12.181	-	-	-
kuai.baidu.com	111.13.105.39	-	-	-
kxsg.web.baidu.com	10.48.30.87	-	-	-
kylin.baidu.com	10.50.86.18	-	-	-
kongjian.baidu.com	111.202.114.168,111.202.114.169	-	-	-
laonian.baidu.com	111.13.100.91,111.13.100.92	-	-	-
lego.baidu.com	10.26.3.187	-	-	-
leju.baidu.com	123.59.190.254	-	-	-
lian.baidu.com	111.13.100.118	-	-	-
libs.baidu.com	223.111.138.49	-	-	-
lianjie.baidu.com	111.206.37.210	-	-	-
lianmeng.baidu.com	111.13.105.54	-	-	-
licai.baidu.com	111.13.101.219	-	-	-
lingxi.baidu.com	220.181.57.83,111.206.37.93	-	-	-
list1.baidu.com	10.19.252.177	-	-	-
liulanqi.baidu.com	111.13.100.240	-	-	-
lipin.baidu.com	112.80.255.25,123.125.115.171	-	-	-
liucheng.baidu.com	10.42.7.112	-	-	-
liuxue.baidu.com	112.34.111.124	-	-	-
lixian.baidu.com	111.202.114.114	-	-	-
logo.baidu.com	180.76.168.75	-	-	-
loli.my.baidu.com	111.13.100.240	-	-	-
lottery.baidu.com	111.13.101.29	-	-	-
lunwen.baidu.com	111.13.100.92,111.13.100.91	-	-	-
luntan.baidu.com	180.76.155.81	-	-	-
luyou.baidu.com	111.13.105.40	-	-	-
lushi.baidu.com	220.181.163.8,61.135.162.7	-	-	-
lync.baidu.com	10.44.85.48	-	-	-
m.v.baidu.com	111.13.100.7	-	-	-
m.news.baidu.com	117.185.17.208,111.13.105.118,112.34.111.125	-	-	-
maker.baidu.com	180.76.129.7	-	-	-
manhua.baidu.com	10.65.45.219	-	-	-
mapi.baidu.com	180.149.131.33	-	-	-
maven.baidu.com	10.48.57.24	-	-	-
mbapi.baidu.com	111.13.100.240	-	-	-
maya.baidu.com	10.50.14.165,10.26.5.60	-	-	-
mcdn.baidu.com	223.111.138.43	-	-	-
mdev.baidu.com	10.208.7.160	-	-	-
meitu.baidu.com	10.40.44.19	-	-	-
memcache.baidu.com	10.50.82.58	-	-	-
mgame.baidu.com	180.76.149.85	-	-	-
mingtai.baidu.com	10.195.79.23	-	-	-
mirrors.baidu.com	10.26.153.41	-	-	-
mingxing.baidu.com	112.34.111.125,111.13.105.118,117.185.17.208	-	-	-
minxin.baidu.com	112.34.111.125,117.185.17.208,111.13.105.118	-	-	-
minisite.baidu.com	111.13.100.22,112.34.111.131	-	-	-
mmall.baidu.com	111.13.101.221	-	-	-
mobi.baidu.com	123.125.114.125	-	-	-
mobileadmin.baidu.com	220.181.57.79,111.206.37.47,112.34.112.36	-	-	-
mobileapp.baidu.com	111.13.105.88	-	-	-
mobile2.baidu.com	111.13.100.69	-	-	-
momo.baidu.com	10.95.105.127	-	-	-
mojing.baidu.com	100.64.1.211,100.64.1.213	-	-	-
mobilepay.baidu.com	111.13.101.56	-	-	-
mongo.baidu.com	10.50.82.58	-	-	-
monitors.baidu.com	10.65.43.129	-	-	-
mongodb.baidu.com	10.26.26.238	-	-	-
mpay.baidu.com	111.13.101.56	-	-	-
mooc.baidu.com	111.206.37.119	-	-	-
mt2.baidu.com	112.34.111.160	-	-	-
muying.baidu.com	111.13.100.13	-	-	-
mx22.baidu.com	61.135.165.120	-	-	-
mx23.baidu.com	220.181.50.185	-	-	-
mx21.baidu.com	220.181.3.85	-	-	-
mx227.baidu.com	180.149.143.42	-	-	-
mx4.baidu.com	61.135.162.62	-	-	-
mx6.baidu.com	202.108.22.171	-	-	-
muse.baidu.com	10.38.145.59	-	-	-
myshifen.baidu.com	183.232.231.209,117.185.16.252,112.34.111.37	-	-	-
nagios.baidu.com	10.26.109.19	-	-	-
neibu.baidu.com	10.36.7.221,10.81.211.74	-	-	-
nexus.baidu.com	10.40.8.67	-	-	-
noah.baidu.com	10.36.253.83,10.26.7.113	-	-	-
ns7.baidu.com	180.76.76.92	-	-	-
ns9.baidu.com	180.76.1.26	-	-	-
ns8.baidu.com	111.206.37.164	-	-	-
ns6.baidu.com	220.181.166.2	-	-	-
o2o.baidu.com	111.13.100.150	-	-	-
opendata.baidu.com	111.13.100.18	-	-	-
paiming.baidu.com	112.34.111.125,117.185.17.208,111.13.105.118	-	-	-
padv.baidu.com	115.239.217.22	-	-	-
parse.baidu.com	10.46.126.36	-	-	-
p2p.baidu.com	112.34.111.111,111.13.100.125	-	-	-
panshi.baidu.com	183.232.231.206,111.13.105.103	-	-	-
paytest.baidu.com	10.208.6.173	-	-	-
piaowu.baidu.com	117.185.17.99	-	-	-
piao.baidu.com	117.185.16.247	-	-	-
ping.baidu.com	123.125.114.106	-	-	-
pinche.baidu.com	10.26.164.15	-	-	-
pinggu.baidu.com	61.135.162.247	-	-	-
pinpai.baidu.com	111.13.100.150	-	-	-
piwik.baidu.com	10.95.28.33	-	-	-
pingtai.baidu.com	111.13.100.18	-	-	-
pinyin.baidu.com	112.34.111.172	-	-	-
plat.baidu.com	10.105.97.104	-	-	-
profile.baidu.com	10.58.177.42	-	-	-
preview.baidu.com	10.50.14.162	-	-	-
pypi.baidu.com	10.26.153.41	-	-	-
qian.baidu.com	111.13.101.56	-	-	-
qiandao.baidu.com	112.34.111.115	-	-	-
qianhui.baidu.com	111.13.101.56	-	-	-
qianqian.baidu.com	180.76.183.17,180.76.141.217	-	-	-
qianxi.baidu.com	111.13.100.212,183.232.231.25	-	-	-
qihang.baidu.com	10.48.51.37	-	-	-
qiche.baidu.com	117.185.16.247	-	-	-
qinglong.baidu.com	10.94.20.44	-	-	-
qixi.baidu.com	180.149.131.33	-	-	-
qiye.baidu.com	111.13.105.117	-	-	-
qiyi.baidu.com	101.227.22.161,101.227.22.162,101.227.22.157,101.227.22.158,101.227.22.159,101.227.22.160	-	-	-
qinzi.baidu.com	180.97.34.232	-	-	-
quanjing.baidu.com	61.135.185.208	-	-	-
quan.baidu.com	111.13.101.29	-	-	-
redis.baidu.com	10.50.82.58	-	-	-
renqi.baidu.com	183.232.231.25,111.13.100.212	-	-	-
renzheng.baidu.com	112.25.91.1	-	-	-
resume.baidu.com	10.58.98.34	-	-	-
rizhi.baidu.com	180.149.131.33	-	-	-
robot.baidu.com	10.46.104.43	-	-	-
rs1.baidu.com	10.11.63.31	-	-	-
ruanjian.baidu.com	123.125.115.151	-	-	-
ruiyan.baidu.com	112.34.111.172,180.97.104.165,111.202.114.52	-	-	-
saas.baidu.com	10.26.26.238	-	-	-
sapi.baidu.com	10.95.102.18	-	-	-
scholar.baidu.com	111.13.100.91,111.13.100.92	-	-	-
seer.baidu.com	10.46.34.37	-	-	-
seller.baidu.com	111.13.101.56	-	-	-
sf123.baidu.com	10.26.3.123	-	-	-
shangjia.baidu.com	112.34.111.57,220.181.57.89,111.206.37.51	-	-	-
shahe.baidu.com	180.149.145.248	-	-	-
shantou.baidu.com	111.13.100.142	-	-	-
shaoer.baidu.com	180.149.131.33	-	-	-
shangpin.baidu.com	117.185.16.15	-	-	-
shequ.baidu.com	117.185.16.247	-	-	-
shijiebei.baidu.com	180.149.131.33	-	-	-
shifang.baidu.com	10.46.7.36,10.36.4.130,10.42.4.86,10.91.160.44,10.26.3.240,10.50.13.87	-	-	-
shiping.baidu.com	111.13.100.125,112.34.111.111	-	-	-
shouyou.baidu.com	180.76.149.85	-	-	-
shipin.baidu.com	111.13.100.125,112.34.111.111	-	-	-
shurufa.baidu.com	112.34.111.172	-	-	-
shucheng.baidu.com	118.26.21.72,111.13.108.103	-	-	-
shuo.baidu.com	111.13.100.18	-	-	-
shuju.baidu.com	180.149.131.33	-	-	-
sinan.baidu.com	111.13.100.98,117.185.16.100	-	-	-
sitemap.baidu.com	123.125.115.62	-	-	-
siping.baidu.com	111.13.100.125,112.34.111.111	-	-	-
sms1.baidu.com	172.16.3.200	-	-	-
sms2.baidu.com	172.18.229.253	-	-	-
snorby.baidu.com	10.107.49.52	-	-	-
sp1.baidu.com	111.13.100.92,111.13.100.91	-	-	-
sp3.baidu.com	111.13.100.91,111.13.100.92	-	-	-
sonar.baidu.com	10.57.8.26,10.42.4.219	-	-	-
spark.baidu.com	103.235.46.26	-	-	-
superstar.baidu.com	10.65.192.181	-	-	-
t10.baidu.com	112.25.86.48	-	-	-
t12.baidu.com	112.25.86.48	-	-	-
t11.baidu.com	112.25.86.48	-	-	-
tec.my.baidu.com	111.13.100.240	-	-	-
tejia2.baidu.com	180.149.131.33	-	-	-
test.app.baidu.com	112.34.111.126	-	-	-
test.music.baidu.com	10.94.37.21	-	-	-
test.m.baidu.com	123.125.115.190	-	-	-
test.web.baidu.com	10.48.30.87	-	-	-
test123.baidu.com	10.10.10.10	-	-	-
test8.baidu.com	10.83.128.204,10.83.128.205	-	-	-
testcas.baidu.com	10.81.11.156	-	-	-
timg.baidu.com	112.34.111.160	-	-	-
tianma.baidu.com	183.232.231.209,117.185.16.252,112.34.111.37	-	-	-
thai.baidu.com	220.181.57.217,111.13.101.208,123.125.114.144,180.149.132.47	-	-	-
tixing.baidu.com	10.215.7.192	-	-	-
tiku.baidu.com	112.34.111.124	-	-	-
tl.web.baidu.com	10.48.30.87	-	-	-
tongji.baidu.com	111.13.101.191	-	-	-
ting.baidu.com	180.76.141.217,180.76.183.17	-	-	-
tiyu.baidu.com	111.13.100.18	-	-	-
token.baidu.com	111.13.101.218	-	-	-
tongxue.baidu.com	112.34.111.181	-	-	-
tong.baidu.com	111.206.37.210	-	-	-
top10.baidu.com	10.65.19.76	-	-	-
toolbar.baidu.com	117.185.17.57	-	-	-
tuijian.baidu.com	202.106.2.75	-	-	-
torrent.baidu.com	10.50.36.32,10.50.49.55,10.50.49.71,10.50.50.71,10.50.54.37,10.50.55.55,10.50.116.35,10.50.116.39,10.50.117.36,10.50.125.73,10.212.151.38,10.42.54.61,10.42.177.41,10.42.179.41,10.42.182.61	-	-	-
toutiao.baidu.com	202.106.2.56,202.106.2.55	-	-	-
turbo.baidu.com	10.46.122.32	-	-	-
tucao.baidu.com	112.34.111.131,111.13.100.22	-	-	-
tutu.baidu.com	10.40.44.19	-	-	-
tushu.baidu.com	10.26.7.14,10.65.211.233	-	-	-
tvgame.baidu.com	115.239.211.51	-	-	-
twww.baidu.com	61.135.185.32	-	-	-
tupian.baidu.com	111.13.100.173	-	-	-
tuiguang.baidu.com	111.13.101.218	-	-	-
ueditor.baidu.com	180.149.132.231	-	-	-
up.app.baidu.com	111.13.82.20	-	-	-
uphoto.baidu.com	111.13.105.57	-	-	-
utest.baidu.com	10.32.36.202,10.32.25.85	-	-	-
v100.web.baidu.com	10.48.30.87	-	-	-
v123.baidu.com	183.232.232.80,111.13.100.21,117.185.16.135	-	-	-
vapi.baidu.com	10.212.15.60,10.40.8.60	-	-	-
vcode.baidu.com	111.13.12.220	-	-	-
vbox.baidu.com	111.13.12.195	-	-	-
vedio.baidu.com	111.13.100.125,112.34.111.111	-	-	-
visa.baidu.com	10.207.7.95	-	-	-
vidoe.baidu.com	112.34.111.111,111.13.100.125	-	-	-
vmall.baidu.com	111.13.100.21,117.185.16.135,183.232.232.80	-	-	-
wangmeng.baidu.com	117.185.16.67,117.185.16.167	-	-	-
wangpan.baidu.com	112.34.111.108	-	-	-
waimai.baidu.com	182.61.26.32,182.61.34.221,182.61.40.94,182.61.22.11	-	-	-
wanba.baidu.com	111.13.101.51	-	-	-
wapp.baidu.com	111.13.101.14	-	-	-
webb.baidu.com	10.100.68.46	-	-	-
webchat.baidu.com	112.34.111.74	-	-	-
wenhua.baidu.com	180.149.131.33	-	-	-
weizhan.baidu.com	111.13.100.160,112.34.111.121,112.34.111.122	-	-	-
weishi.baidu.com	123.125.115.151	-	-	-
weike.baidu.com	10.26.5.60,10.50.14.165	-	-	-
wenjuan.baidu.com	10.57.8.26,10.42.4.219	-	-	-
wendao.baidu.com	111.13.100.13	-	-	-
wendang.baidu.com	112.34.111.124	-	-	-
wenxue.baidu.com	111.13.108.110	-	-	-
wenda.baidu.com	10.42.3.252	-	-	-
wuliu.baidu.com	182.61.22.11,182.61.26.32,182.61.34.221,182.61.40.94	-	-	-
www10.baidu.com	220.181.111.148,220.181.112.143	-	-	-
www7.baidu.com	119.75.218.77,119.75.217.56	-	-	-
www8.baidu.com	220.181.112.143,220.181.111.148	-	-	-
www12.baidu.com	115.239.210.27,115.239.210.26	-	-	-
wwww.baidu.com	111.13.101.208	-	-	-
www6.baidu.com	61.135.169.105,61.135.169.125	-	-	-
www9.baidu.com	61.135.169.125,61.135.169.105	-	-	-
xiangce.baidu.com	112.34.111.247	-	-	-
xian.baidu.com	111.13.100.22,183.232.231.89	-	-	-
xiaomi.baidu.com	111.13.100.18	-	-	-
xiaoshuo.baidu.com	111.13.82.70,111.13.82.71	-	-	-
xiaoyouxi.baidu.com	111.13.101.156	-	-	-
xiaoyou.baidu.com	112.34.111.124	-	-	-
xiaoxiong.baidu.com	10.46.132.74	-	-	-
xing.baidu.com	111.13.105.40	-	-	-
xiazai.baidu.com	180.149.131.33	-	-	-
wwwtest.baidu.com	119.75.218.45,119.75.217.56	-	-	-
xinge.baidu.com	180.76.141.217	-	-	-
xinyongka.baidu.com	111.13.101.56	-	-	-
xinren.baidu.com	111.13.100.21,183.232.232.80,117.185.16.135	-	-	-
xinwen.baidu.com	111.13.105.118,112.34.111.125,117.185.17.208	-	-	-
xinyu.baidu.com	183.232.232.80,111.13.100.21,117.185.16.135	-	-	-
xlab.baidu.com	111.206.37.249,220.181.57.195	-	-	-
xunke.baidu.com	111.13.100.150	-	-	-
xuexi.baidu.com	112.34.111.124	-	-	-
yanqing.baidu.com	10.65.45.219	-	-	-
yanzheng.baidu.com	117.185.16.135,111.13.100.21,183.232.232.80	-	-	-
yasuo.baidu.com	180.149.131.33	-	-	-
yidong.baidu.com	119.75.221.10	-	-	-
yingxiao.baidu.com	183.232.231.209,112.34.111.37,117.185.16.252	-	-	-
yinyue.baidu.com	180.76.141.217	-	-	-
yingshi.baidu.com	112.34.111.111,111.13.100.125	-	-	-
youhao.baidu.com	180.149.131.33	-	-	-
yttest.baidu.com	10.36.253.221	-	-	-
youyuan.baidu.com	111.13.12.181	-	-	-
yuedu.baidu.com	112.34.111.124	-	-	-
yuan.baidu.com	10.81.32.152	-	-	-
yuanfang.baidu.com	10.91.161.202	-	-	-
yuanshi.baidu.com	111.13.100.13	-	-	-
yumingedu.web.baidu.com	10.48.30.87	-	-	-
yule.baidu.com	111.13.105.118,117.185.17.208,112.34.111.125	-	-	-
yuyin.baidu.com	117.185.17.222	-	-	-
yuqing.baidu.com	111.13.100.22,112.34.111.131	-	-	-
yuyue.baidu.com	117.185.16.153	-	-	-
zhan.baidu.com	111.13.100.150	-	-	-
zhannei.baidu.com	61.135.185.121	-	-	-
zhangmen.baidu.com	180.76.141.217,180.76.183.17	-	-	-
zhengxin.baidu.com	180.149.133.177	-	-	-
zhishu.baidu.com	106.39.162.93,111.202.114.69	-	-	-
zhifu.baidu.com	112.34.111.53	-	-	-
zhiban.baidu.com	10.36.5.30,10.42.8.71,10.207.7.141,10.212.15.141	-	-	-
zhibo.baidu.com	111.13.100.18	-	-	-
zhidemai.baidu.com	111.13.101.29	-	-	-
zhongyi.baidu.com	180.76.134.138	-	-	-
zhishi.baidu.com	112.34.111.123	-	-	-
zhuan.baidu.com	111.13.101.56	-	-	-
zhuanti.baidu.com	180.149.131.33	-	-	-
zhuanji.baidu.com	117.185.17.208,112.34.111.125,111.13.105.118	-	-	-
ziyuan.baidu.com	117.185.16.197	-	-	-
zizhu.baidu.com	10.26.5.35	-	-	-
zongheng.baidu.com	111.13.12.193	-	-	-
zuan.baidu.com	111.13.101.56	-	-	-
dp.baidu.com	10.99.54.20	-	-	-
bp.baidu.com	10.46.129.37	-	-	-
du.baidu.com	111.13.82.71,111.13.82.70	-	-	-
cb.baidu.com	183.232.231.117	-	-	-
bq.baidu.com	10.57.13.39,10.36.5.198,10.57.6.40	-	-	-
gb.baidu.com	10.94.39.59	-	-	-
bx.baidu.com	111.13.101.219	-	-	-
fx.baidu.com	180.149.131.33	-	-	-
ds.baidu.com	10.211.131.17	-	-	-
df.baidu.com	10.36.4.130	-	-	-
dw.baidu.com	10.81.3.33	-	-	-
dy.baidu.com	10.212.6.239	-	-	-
ep.baidu.com	10.65.211.57	-	-	-
cj.baidu.com	112.34.111.125,117.185.17.208,111.13.105.118	-	-	-
dv.baidu.com	111.13.100.125,112.34.111.111	-	-	-
ek.baidu.com	10.91.161.49	-	-	-
fb.baidu.com	180.149.131.33	-	-	-
bk.baidu.com	111.13.100.160,112.34.111.121,112.34.111.122	-	-	-
fc.baidu.com	112.34.111.198	-	-	-
ce.baidu.com	111.13.105.120	-	-	-
dh.baidu.com	111.13.100.240	-	-	-
fe.baidu.com	10.100.46.203	-	-	-
fq.baidu.com	10.83.128.103	-	-	-
iv.baidu.com	183.232.231.157	-	-	-
hf.baidu.com	10.99.49.60	-	-	-
dn.baidu.com	223.111.138.49	-	-	-
gk.baidu.com	112.34.111.124	-	-	-
hx.baidu.com	10.46.8.243,10.42.6.62	-	-	-
hd.baidu.com	180.149.131.33	-	-	-
ka.baidu.com	10.81.211.194,10.42.3.102	-	-	-
hy.baidu.com	106.39.162.104	-	-	-
hw.baidu.com	112.34.111.172	-	-	-
hz.baidu.com	111.13.12.195	-	-	-
qc.baidu.com	10.94.80.197	-	-	-
kk.baidu.com	119.75.222.131	-	-	-
ji.baidu.com	117.185.17.253	-	-	-
pv.baidu.com	10.210.193.19	-	-	-
qm.baidu.com	10.100.59.13	-	-	-
kj.baidu.com	10.48.48.31	-	-	-
qr.baidu.com	10.207.7.202	-	-	-
lj.baidu.com	10.202.6.134	-	-	-
jq.baidu.com	10.40.8.79,10.42.6.79	-	-	-
lx.baidu.com	10.212.6.188	-	-	-
ld.baidu.com	10.42.7.161	-	-	-
jl.baidu.com	10.26.96.44	-	-	-
jn.baidu.com	112.34.111.246	-	-	-
kl.baidu.com	183.232.231.25,111.13.100.212	-	-	-
qk.baidu.com	10.42.4.219,10.57.8.26	-	-	-
ju.baidu.com	111.13.100.150	-	-	-
ko.baidu.com	111.13.105.31,183.232.231.155	-	-	-
ti.baidu.com	10.42.6.188	-	-	-
mb.baidu.com	183.232.231.232,111.13.105.61,183.232.231.233,111.13.105.119,117.185.16.79,117.185.17.58	-	-	-
qb.baidu.com	111.13.101.56	-	-	-
qh.baidu.com	10.46.139.100	-	-	-
rj.baidu.com	112.80.255.25,123.125.115.171	-	-	-
sp.baidu.com	10.143.188.18	-	-	-
ub.baidu.com	111.206.37.102	-	-	-
wk.baidu.com	112.34.111.124	-	-	-
qt.baidu.com	10.199.7.14	-	-	-
qs.baidu.com	10.105.97.106	-	-	-
wq.baidu.com	10.209.108.14	-	-	-
wo.baidu.com	111.13.100.240	-	-	-
uf.baidu.com	10.65.3.131	-	-	-
tu.baidu.com	111.13.100.173	-	-	-
qw.baidu.com	183.232.231.156,111.13.100.231	-	-	-
wj.baidu.com	153.37.235.23	-	-	-
su.baidu.com	112.25.91.1	-	-	-
rq.baidu.com	183.232.231.25,111.13.100.212	-	-	-
tb.baidu.com	10.143.152.18	-	-	-
yb.baidu.com	111.13.12.195	-	-	-
ue.baidu.com	111.13.101.29	-	-	-
vr.baidu.com	117.185.17.57	-	-	-
wd.baidu.com	10.57.13.230	-	-	-
vx.baidu.com	112.34.111.111,111.13.100.125	-	-	-
wt.baidu.com	10.94.40.19	-	-	-
ys.baidu.com	180.149.131.33	-	-	-
rt.baidu.com	10.26.3.49,10.36.3.27	-	-	-
yi.baidu.com	111.13.105.56	-	-	-
zk.baidu.com	10.44.169.39,10.44.169.47,10.81.1.193,10.92.44.48,10.92.45.15	-	-	-
xh.baidu.com	10.208.7.65	-	-	-
yz.baidu.com	123.125.115.213	-	-	-
zj.baidu.com	123.125.115.171,112.80.255.25	-	-	-
wm.baidu.com	117.185.16.167,117.185.16.67	-	-	-
wz.baidu.com	112.34.111.122,112.34.111.121,111.13.100.160	-	-	-
xs.baidu.com	111.13.82.71,111.13.82.70	-	-	-
zn.baidu.com	123.125.115.62	-	-	-
xy.baidu.com	123.125.115.231	-	-	-
xf.baidu.com	111.13.12.181,117.185.16.15	-	-	-
yk.baidu.com	112.34.111.124	-	-	-
xz.baidu.com	111.13.100.212,183.232.231.25	-	-	-
yc.baidu.com	180.97.34.232	-	-	-
zp.baidu.com	119.75.222.131	-	-	-
yx.baidu.com	111.13.101.51	-	-	-
zl.baidu.com	10.42.4.91	-	-	-
yd.baidu.com	111.13.101.12	-	-	-
yh.baidu.com	123.125.115.116	-	-	-
zx.baidu.com	10.42.172.41	-	-	-
yl.baidu.com	202.106.2.50	-	-	-
zt.baidu.com	111.13.105.67	-	-	-
yq.baidu.com	111.13.100.150	-	-	-
zr.baidu.com	111.206.37.138,220.181.57.72	-	-	-
zd.baidu.com	111.206.37.210	-	-	-
zc.baidu.com	111.13.100.238,117.185.16.139,111.13.100.237	-	-	-
zf.baidu.com	111.13.101.56	-	-	-
adv.baidu.com	10.99.57.42	-	-	-
ada.baidu.com	183.232.231.43,111.13.101.183	-	-	-
afd.baidu.com	117.185.16.158	-	-	-
acs.baidu.com	10.65.211.185	-	-	-
zy.baidu.com	117.185.16.197	-	-	-
adq.baidu.com	10.46.11.156	-	-	-
adn.baidu.com	10.95.112.133	-	-	-
adi.baidu.com	10.42.152.62	-	-	-
adp.baidu.com	10.48.17.152	-	-	-
adu.baidu.com	10.57.8.26,10.42.4.219	-	-	-
aep.baidu.com	10.207.6.186	-	-	-
agf.baidu.com	180.149.131.33	-	-	-
aic.baidu.com	10.50.14.165,10.26.5.60	-	-	-
ahu.baidu.com	10.42.177.49,10.44.62.48,10.46.126.40,10.46.136.60,10.81.50.138,10.38.80.51,10.38.83.31	-	-	-
als.baidu.com	112.34.111.66,111.206.223.251,106.39.162.152	-	-	-
ala.baidu.com	111.13.101.14	-	-	-
ald.baidu.com	10.94.46.55	-	-	-
amd.baidu.com	10.65.3.121	-	-	-
amc.baidu.com	10.48.58.47	-	-	-
ani.baidu.com	180.76.131.120	-	-	-
ame.baidu.com	10.50.13.87,10.46.7.36,10.36.4.130,10.42.4.86,10.91.160.44,10.26.3.240	-	-	-
amp.baidu.com	10.26.5.60,10.50.14.165	-	-	-
ams.baidu.com	10.65.3.155	-	-	-
apo.baidu.com	10.58.146.59	-	-	-
aos.baidu.com	10.23.254.79	-	-	-
aop.baidu.com	10.26.3.239,10.42.4.86,10.26.3.240	-	-	-
apm.baidu.com	111.13.105.184,202.106.2.47,106.39.162.243,106.39.162.246,111.13.105.180	-	-	-
apf.baidu.com	10.94.49.33	-	-	-
aps.baidu.com	10.46.248.42	-	-	-
ark.baidu.com	10.99.31.41	-	-	-
atn.baidu.com	10.58.146.59	-	-	-
aue.baidu.com	10.213.159.40	-	-	-
aso.baidu.com	10.214.33.55	-	-	-
atp.baidu.com	10.99.17.14	-	-	-
avp.baidu.com	115.239.217.168	-	-	-
aqb.baidu.com	58.211.137.244	-	-	-
azp.baidu.com	10.94.21.53	-	-	-
bab.baidu.com	117.185.17.19	-	-	-
bac.baidu.com	10.50.82.58	-	-	-
bai.baidu.com	10.46.11.186	-	-	-
bat.baidu.com	10.224.122.45	-	-	-
bao.baidu.com	36.110.198.89,123.125.112.68,123.125.142.73,220.181.112.105	-	-	-
bav.baidu.com	103.235.46.69	-	-	-
bbl.baidu.com	10.48.47.33	-	-	-
bce.baidu.com	220.181.163.10,61.135.162.1,111.13.100.1,123.125.114.7	-	-	-
bdi.baidu.com	10.57.13.55	-	-	-
bcj.baidu.com	111.13.100.150	-	-	-
bcd.baidu.com	10.26.26.201	-	-	-
bci.baidu.com	10.95.38.57	-	-	-
bdf.baidu.com	10.40.59.45	-	-	-
bcp.baidu.com	183.232.231.209,117.185.16.252,112.34.111.37	-	-	-
bdl.baidu.com	111.202.114.29,111.202.114.30,123.125.112.228,123.125.112.229	-	-	-
bfw.baidu.com	10.65.211.210	-	-	-
bgb.baidu.com	112.34.111.124	-	-	-
bgp.baidu.com	10.242.122.20	-	-	-
bgw.baidu.com	10.92.149.21	-	-	-
bio.baidu.com	10.50.14.199,10.36.7.104	-	-	-
bis.baidu.com	10.240.139.52	-	-	-
bic.baidu.com	10.36.48.24	-	-	-
bip.baidu.com	10.36.48.24	-	-	-
bim.baidu.com	111.202.114.29,111.202.114.30,123.125.112.228,123.125.112.229	-	-	-
bjh.baidu.com	111.13.12.181,117.185.16.15	-	-	-
bmi.baidu.com	10.40.48.21	-	-	-
bml.baidu.com	10.76.129.34	-	-	-
bns.baidu.com	10.36.253.83,10.26.7.113	-	-	-
bnh.baidu.com	111.13.100.150	-	-	-
bng.baidu.com	180.149.133.221,220.181.163.197	-	-	-
bls.baidu.com	10.242.15.9	-	-	-
